objectid,originalid,projectcode,stationcode,stationdesc,sampledate,evaluator,determination,determinationcomments,channeltype,structurewidth,structureshape,structureshapecomments,rightsideofstructure,rightvegetation,rightsidecomments,leftsideofstructure,leftvegetation,leftsidecomments,bottom,bottomcomments,vegetation,lowflowpresence,lowflowwidth,gradecontrolpresence,gradecontrollocation,gradecontrolcomments,channelmodcomments,lastchangedate,latitude,longitude,record_timestamp,app_timestamp,sitetype,novelsite,record_origin,origin_lastupdatedate,record_publish,globalid,created_user,created_date,last_edited_user,last_edited_date,login_agency,login_email,login_owner,login_year,login_project,ceden_publish,masterid,huc,county,smcshed,comid,channel_engineering_class
1652,NA,NA,SMC00206,NA,5/17/2016,Brianna Jones,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,3/7/2017,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{0E91EC13-B319-48B5-9445-7ACB543DD403},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC00206,901,Orange,San Juan,20350529,NAT
408,NA,NA,SMC00520,NA,4/25/2017,Karin Wisenbaker,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,5/17/2018,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{0F94E70E-5E9B-454E-A526-ABB3AFABF9E7},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC00520,412,Los Angeles,Los Angeles,22514474,NAT
435,NA,NA,SMC00873,NA,4/25/2016,Brianna Jones,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,3/7/2017,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{34542309-C8B6-4334-9C86-3542F04EA4E1},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC00873,901,Orange,San Juan,20348415,NAT
1297,320,SMC_VCWPD_2022,402M00155,NA,6/7/2022,S. Johnson,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/24/2022 9:48,TRUE,{41376504-587C-4947-A932-3D40362BC2CA},checker,10/24/2022 9:48,checker,10/24/2022 9:48,ABCL,alexis@aquaticbioassay.com,VCWPD,2022,SMC,NA,402M00155,402,Ventura,Ventura,17587578,NAT
28,249,SMC_VCWPD_2021,402M00157,NA,5/19/2021,K. Wisenbaker,Site visit,NA,Engineered,100+ m,Trapezoidal,NA,Earthen,Yes,NA,Rock,Yes,NA,Soft/Natural,NA,No,Absent,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/17/2021 13:54,TRUE,{AE4E0B05-BCE8-472C-921F-B371CB381B27},checker,10/17/2021 13:54,checker,10/17/2021 13:54,ABCL,alexis@aquaticbioassay.com,VCWPD,2021,SMC,NA,402M00157,402,Ventura,Ventura,17586848,SB1
1298,327,SMC_VCWPD_2022,402M00191,NA,6/23/2022,K. Wisenbaker,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/24/2022 9:48,TRUE,{FD22EA1F-F8D8-48D9-913F-629A85ACC69F},checker,10/24/2022 9:48,checker,10/24/2022 9:48,ABCL,alexis@aquaticbioassay.com,VCWPD,2022,SMC,NA,402M00191,402,Ventura,Ventura,17586736,NAT
29,NA,NotRecorded,402MJCMHS,NA,1/1/1950,B.Jones. K.Hahs,Other,Review of historic data,Natural,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NR,NA,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{DBA14E65-D0C6-4BCD-9571-E741A906C7D5},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402MJCMHS,402,Ventura,Ventura,17585808,NAT
1299,NA,NotRecorded,402MTCUNF,NA,1/1/1950,K.Hahs,Other,Review of historic data,Natural,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NR,NA,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{7DF3B2DF-099E-4B4D-B92A-DBF12E1539E8},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402MTCUNF,402,Ventura,Ventura,17585756,NAT
30,NA,NotRecorded,402PS0048,NA,1/1/1950,K.Hahs,Other,Review of historic data,Natural,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NR,NA,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{3D306F2D-B987-4FC8-BA21-4B08BA854CCB},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402PS0048,402,Ventura,Ventura,17585648,NAT
31,NA,NotRecorded,402WE0536,NA,1/1/1950,K.Hahs,Other,Review of historic data,Natural,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NR,NA,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{48D374C6-A9AF-4C92-B7EC-513B0B2693EA},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402WE0536,402,Ventura,Ventura,17585714,NAT
1301,NA,NotRecorded,402WE0803,NA,1/1/1950,K.Hahs,Other,Review of historic data,Natural,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NR,NA,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{389A689A-8918-4523-A258-29B8758D752A},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402WE0803,402,Ventura,Ventura,17586740,NAT
32,NA,NotRecorded,402WER001,NA,1/1/1950,K.Hahs,Other,Review of historic data,Natural,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NR,NA,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{A0649929-417A-4E9B-907F-BC8AB64FE6F1},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402WER001,402,Ventura,Ventura,17585796,NAT
1302,NA,NotRecorded,403BA0047,NA,1/1/1950,K.Hahs,Other,Review of historic data,Engineered,100+ m,Natural,NA,Rock,No,NA,Rock,No,NA,Soft/Natural,NA,NR,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{BA667DFC-AF4A-47B1-A07E-C2E4853F239F},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403S00047,403,Ventura,Santa Clara,17573691,NAT
33,174,RWB4_SMC_2015,403BA0136,NA,6/9/2014,SM,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,11/13/2015,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{9553EAF6-21BE-4F21-9A8F-B044D526793A},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403S00136,403,Los Angeles,Santa Clara,17570387,NAT
1303,383,SMC_RWQCB4_2022,403BA0136,NA,5/5/2022,B. Jakl,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,3/21/2023 13:21,TRUE,{58BED4C8-5DD2-437D-B680-3350F2EBC8E4},checker,3/21/2023 13:21,checker,3/21/2023 13:21,MPSL-DFG,william.jakl@sjsu.edu,RWQCB4,2022,SMC,NA,403S00136,403,Los Angeles,Santa Clara,17570387,NAT
34,NA,NotRecorded,403BA0171,NA,1/1/1950,K.Hahs,Other,Review of historic data,Natural,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NR,NA,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{8B9A3B4E-7F83-4AB1-A9D5-66FA86B2C46D},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403S00171,403,Ventura,Santa Clara,17567767,NAT
1304,180,RWB4_SMC_2015,403CE0156,NA,6/11/2015,SM,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,11/13/2015,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{89F5F141-51F4-48F4-B0B5-EB095FC6E341},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403CE0156,403,Ventura,Santa Clara,17572919,NAT
35,179,RWB4_SMC_2015,403CE0188,NA,6/10/2015,SM,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Grouted rock,No,NA,Grouted rock,No,NA,Soft/Natural,NA,No,Absent,NA,Absent,NA,NA,NA,11/13/2015,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{4F8C9751-DA20-4B63-9361-4BAFE3CA7C01},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403CE0188,403,Ventura,Santa Clara,17573663,SB2
1305,NA,NotRecorded,403FCA022,NA,1/1/1950,K.Hahs,Other,Review of historic data,Natural,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NR,NA,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{252BD724-FEBF-4617-844A-8EFA5D35C8EC},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403FCA022,403,Ventura,Santa Clara,17572955,NAT
36,NA,NotRecorded,403LNCASC,NA,1/1/1950,K.Hahs,Other,Review of historic data,Natural,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NR,NA,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{E3FB42A2-6CD7-433E-B7F3-F261EFA7197D},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403LNCASC,403,Ventura,Santa Clara,17568111,NAT
1306,NA,NA,403M01500,NA,6/15/2016,Karin WIsenbaker,Site visit,NA,Engineered,5 to 10 m,Trapezoidal,NA,Concrete,NA,NA,Concrete,NA,NA,Concrete,NA,No,Present,1 to 5 m,Absent,NA,NA,NA,3/7/2017,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{34BB8898-A9CA-44CC-86E4-1318FE423B81},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403M01500,403,Ventura,Santa Clara,17573685,HB
37,168,SMC_VCWPD_2015,403M01505,NA,6/29/2015,Karin Wisenbaker,Site visit,NA,Engineered,50 to 100 m,Natural,left bank concrete; right bank natural,Earthen,Yes,NA,Concrete,No,NA,Soft/Natural,NA,No,Absent,NA,Absent,NA,NA,NA,11/13/2015,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{AA801F9C-95FC-464F-B77E-8D7B17ACDAE9},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403M01505,403,Ventura,Santa Clara,17574589,SB1
1307,152,SMC_VCWPD_2015,403M01506,NA,6/17/2015,Karin Wisenbaker,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,11/13/2015,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{B21F228A-F64C-48EF-9C87-3F68BC6DB15D},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403M01506,403,Ventura,Santa Clara,17575737,NAT
38,NA,NA,403M01522,NA,6/29/2016,Karin WIsenbaker,Site visit,NA,Engineered,50 to 100 m,Natural,NA,Earthen,NA,NA,Earthen,NA,NA,Soft/Natural,NA,No,Absent,NA,Absent,NA,NA,NA,3/7/2017,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{3B410AB8-D6DF-4411-A028-439AC6D06E67},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403M01522,403,Ventura,Santa Clara,17574677,SB0
1308,NA,NA,403M01528,NA,6/15/2016,Karin WIsenbaker,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,3/7/2017,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{64D02F3E-AC41-4E87-871A-147156E845AC},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403M01528,403,Ventura,Santa Clara,17573685,NAT
39,NA,NA,403M01538,NA,5/25/2017,Karin Wisenbaker,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,5/17/2018,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{549072FE-8F50-407C-B01A-5C4785D4CB24},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403M01538,403,Ventura,Santa Clara,17574757,NAT
1309,NA,NA,403M01539,NA,4/20/2017,Wendy Willis,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,5/17/2018,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{F019C813-7453-4FEC-BBD1-839BBBE4A371},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403M01539,403,Ventura,Santa Clara,17568061,NAT
1310,93,SMC_VCWPD_2019,403M01560,NA,5/15/2019,A. Wallengren,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/30/2019 11:30,TRUE,{D9D9ECDC-FE9B-4FF5-8ABC-C8F8FF964BAE},checker,10/30/2019 11:30,checker,10/30/2019 11:30,ABCL,alexis@aquaticbioassay.com,VCWPD,2019,SMC,NA,403M01560,403,Ventura,Santa Clara,17573705,NAT
41,26,SMC_VCWPD_2018,403M01565,NA,6/13/2018,Karin Wisenbaker,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,4/5/2019 6:49,TRUE,{409F268B-B81B-4C51-A12C-31F843D51AA9},checker,4/5/2019 6:49,checker,4/5/2019 6:49,ABCL,jeffb@sccwrp.org,VCWPD,2018,SMC,NA,403M01565,403,Ventura,Santa Clara,17572917,NAT
1311,101,SMC_VCWPD_2019,403M01571,NA,6/19/2019,A. Wallengren,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/30/2019 11:30,TRUE,{DE4210C1-BE8E-426E-8D99-D7B980FB76C9},checker,10/30/2019 11:30,checker,10/30/2019 11:30,ABCL,alexis@aquaticbioassay.com,VCWPD,2019,SMC,NA,403M01571,403,Ventura,Santa Clara,17567763,NAT
42,180,SMC_VCWPD_2020,403M01575,NA,6/3/2020,K. Wisenbaker,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/28/2020 15:29,TRUE,{6A282298-3910-4D37-8A94-65F32BC38EC7},checker,10/28/2020 15:29,checker,10/28/2020 15:29,ABCL,alexis@aquaticbioassay.com,VCWPD,2020,SMC,NA,403M01575,403,Ventura,Santa Clara,17567407,NAT
1312,92,SMC_VCWPD_2019,403M01580,NA,5/15/2019,A. Wallengren,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/30/2019 11:30,TRUE,{AFEB2D8A-9850-4BD0-8F21-305913319C1C},checker,10/30/2019 11:30,checker,10/30/2019 11:30,ABCL,alexis@aquaticbioassay.com,VCWPD,2019,SMC,NA,403M01580,403,Ventura,Santa Clara,17573705,NAT
43,250,SMC_VCWPD_2021,403M01619,NA,5/21/2021,S. Johnson,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/17/2021 13:54,TRUE,{A1B22616-147D-4C1E-B168-F8BD950A8243},checker,10/17/2021 13:54,checker,10/17/2021 13:54,ABCL,alexis@aquaticbioassay.com,VCWPD,2021,SMC,NA,403M01619,403,Ventura,Santa Clara,17567911,NAT
1313,164,SMC_VCWPD_2020,403M01625,NA,6/30/2020,K. Wisenbaker,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/28/2020 15:29,TRUE,{84D4123D-DBB9-4BF3-9B80-A5C161A00698},checker,10/28/2020 15:29,checker,10/28/2020 15:29,ABCL,alexis@aquaticbioassay.com,VCWPD,2020,SMC,NA,403M01625,403,Ventura,Santa Clara,17569923,NAT
44,27,SMC_VCWPD_2018,403M01626,NA,6/13/2018,Karin Wisenbaker,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,4/5/2019 6:49,TRUE,{68B123EB-2A50-44BF-B9B9-6AED14090C53},checker,4/5/2019 6:49,checker,4/5/2019 6:49,ABCL,jeffb@sccwrp.org,VCWPD,2018,SMC,NA,403M01626,403,Ventura,Santa Clara,17572797,NAT
1314,174,SMC_VCWPD_2020,403M01629,NA,6/15/2020,S. Johnson,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/28/2020 15:29,TRUE,{FF941C20-DF7B-4589-AF47-60856A43635E},checker,10/28/2020 15:29,checker,10/28/2020 15:29,ABCL,alexis@aquaticbioassay.com,VCWPD,2020,SMC,NA,403M01629,403,Ventura,Santa Clara,17572895,NAT
45,317,SMC_VCWPD_2022,403M01657,NA,6/2/2022,K. Wisenbaker,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/24/2022 9:48,TRUE,{2D90DFB8-FBD2-4652-B7D6-7A4633291DD8},checker,10/24/2022 9:48,checker,10/24/2022 9:48,ABCL,alexis@aquaticbioassay.com,VCWPD,2022,SMC,NA,403M01657,403,Ventura,Santa Clara,17572967,NAT
1315,119,SMC_LACFCD_2015,403M05757,NA,6/29/2015,Damon Owen. Melissa Mathis,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,10/7/2015,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{3449E366-8CEE-4B6A-BFBF-06DF83F1FE29},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403M05757,403,Los Angeles,Santa Clara,17570253,NAT
46,120,SMC_LACFCD_2015,403M05758,NA,6/29/2015,Damon Owen. Melissa Mathis,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,10/7/2015,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{569878CA-F3E2-44D6-95A9-EE898C822190},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403M05758,403,Los Angeles,Santa Clara,17574585,NAT
1316,118,SMC_LACFCD_2015,403M05771,NA,4/30/2015,Damon Owen. Melissa Mathis,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,10/7/2015,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{415946B7-FEB9-4685-B0EC-A02353549C2A},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403M05771,403,Los Angeles,Santa Clara,17572225,NAT
1317,NA,NA,403M05780,NA,5/26/2016,DO/NC,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Present,Within 10 m downstream,NA,NA,3/7/2017,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{A7534BFB-9BC8-4064-AFDC-B0D96A37E611},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403M05780,403,Los Angeles,Santa Clara,17569727,NAT
1318,NA,NA,403M05795,NA,6/5/2017,DO/NC,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,5/17/2018,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{8F222BF1-5CDA-4982-ACE1-1F78CC54F772},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403M05795,403,Los Angeles,Santa Clara,17569679,NAT
49,232,NA,403M05798,NA,5/15/2018,DO/NC,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,9/24/2018 11:39,NA,exists,FALSE,SMC,1/23/2019,TRUE,{E86E92F6-9B43-4511-9FF6-7663C4DB2268},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403M05798,403,Los Angeles,Santa Clara,17574967,NAT
1319,231,NA,403M05800,NA,5/16/2018,DO/NC,Site visit,"Approx 50% reach griuted rock.concrete channel, 50% natural streambed",Engineered,5 to 10 m,Rectangular,NA,Grouted rock,NA,50% of reach natural,Grouted rock,NA,50% natural,Concrete,50% natural streambed,No,Absent,NA,Present,Within reach,NA,NA,NA,NA,NA,9/24/2018 11:12,NA,exists,FALSE,SMC,1/23/2019,TRUE,{CD55027D-2029-49DA-A49A-25ACFC531EA6},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403M05800,403,Los Angeles,Santa Clara,17572339,HB
50,139,SMC_LACFCD_2019,403M05832,NA,6/27/2019,D. Owen,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,7/10/2020 12:40,TRUE,{B52904E7-2C3C-4E26-9636-CDBBFAA49D9E},checker,7/10/2020 12:40,checker,7/10/2020 12:40,WestonSolu,pauls@sccwrp.org,LACFCD,2019,SMC,NA,403M05832,403,Los Angeles,Santa Clara,17572321,NAT
1320,138,SMC_LACFCD_2019,403M05844,NA,6/20/2019,D. Owen,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Present,Within 10 m upstream and Within 10 m downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,7/10/2020 12:40,TRUE,{A436A1F4-6979-4B5D-9F83-F1057046E0EE},checker,7/10/2020 12:40,checker,7/10/2020 12:40,WestonSolu,pauls@sccwrp.org,LACFCD,2019,SMC,NA,403M05844,403,Los Angeles,Santa Clara,17569783,NAT
51,232,SMC_LACFCD_2021,403M05892,NA,5/12/2021,Damon Owen,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,8/31/2021 12:48,TRUE,{0E1FB820-0203-4321-98E1-E641B60B190F},checker,8/31/2021 12:48,checker,8/31/2021 12:48,WestonSolu,damon.owen@westonsolutions.com,LACFCD,2021,SMC,NA,403M05892,403,Los Angeles,Santa Clara,17569631,NAT
1321,231,SMC_LACFCD_2021,403M05893,NA,5/13/2021,Damon Owen,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Concrete,NR,NA,Concrete,NR,NA,Soft/Natural,NA,"Yes, within past month",Absent,NR,Present,Within reach,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,8/31/2021 12:48,TRUE,{5872C003-9988-464E-87AA-DEC0CD4654DE},checker,8/31/2021 12:48,checker,8/31/2021 12:48,WestonSolu,damon.owen@westonsolutions.com,LACFCD,2021,SMC,NA,403M05893,403,Los Angeles,Santa Clara,17575719,SB2
52,301,SMC_LACFCD_2022,403M05940,NA,6/15/2022,Damon Owen,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,8/9/2022 13:49,TRUE,{B2A6246C-B1E0-4885-AEBF-A67B1CBBEC8F},checker,8/9/2022 13:49,checker,8/9/2022 13:49,WestonSolu,damon.owen@westonsolutions.com,LACFCD,2022,SMC,NA,403M05940,403,Los Angeles,Santa Clara,17570253,NAT
1322,NA,NotRecorded,403PRCAGH,NA,1/1/1950,K.Hahs,Other,Review of historic data,Natural,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NR,NA,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{961DCF97-C61C-4EEE-BA81-2D1344E93741},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403PRCAGH,403,Ventura,Santa Clara,17569207,NAT
53,171,RWB4_SMC_2015,403R4S117,NA,4/28/2015,SM. WJ,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,11/13/2015,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{E3C27245-5E9B-4957-9A77-C7D7297C9942},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403R4S117,403,Los Angeles,Santa Clara,17572289,NAT
1323,173,RWB4_SMC_2015,403R4S137,NA,4/28/2015,SM,Site visit,NA,Engineered,5 to 10 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Absent,NA,Present,Within reach,NA,NA,11/13/2015,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{1BB15BCC-C8B0-4E9D-A1DE-3EC9F501F07F},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403R4S137,403,Los Angeles,Santa Clara,17574407,HB
54,381,SMC_RWQCB4_2022,403R4S191,NA,5/3/2022,B. Jakl,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,3/21/2023 13:21,TRUE,{02B054F5-709F-4EDB-A0A3-DCB6DA73B878},checker,3/21/2023 13:21,checker,3/21/2023 13:21,MPSL-DFG,william.jakl@sjsu.edu,RWQCB4,2022,SMC,NA,403R4S191,403,Ventura,Santa Clara,17567721,NAT
1324,NA,RWB4_SMC_2016,403R4S193,NA,5/24/2016,R. Mazor,Aerial imagery,Review of historic data,Engineered,100+ m,Natural,NA,Grouted rock,Yes,NA,Earthen,Yes,NA,Soft/Natural,NA,No,Absent,NA,Absent,NA,NA,Natural channel with rip-rap on right bank,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{8FD623B1-F7D3-4F51-8E97-BFF6CA42FED5},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403R4S193,403,Ventura,Santa Clara,17574677,SB1
