"","hydro.endpoints","masterid","sampleyear","ChannelType","PredCSCI","csci_Incr","MetricValue","RelChangeInDeltaINC","BioStatus","FlowStatus2","BOFlows","Action","Standard","Modified","RefImprovement","INCImprovement","BOImprovement","MaxScore"
"121","DS_Mag_50","SMC02284",2013,"HB",0.512087485846617,0.612087485846617,0.41568411,11.39,"Below Best Observed","Within Reference","Within BO","Non-flow related",218.835986812439,799.139000447338,"Non-flow related","Non-flow related","Non-flow related",0.41568411
"122","DS_Mag_50","801M16916",2016,"NAT",0.664763567230756,0.764763567230756,0.73325394,56.54,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",66.9435922943943,NA,"Over 50%","Over 50%",NA,0.73325394
"123","DS_Mag_50","909M24969",2020,"NAT",0.833688564054858,0.933688564054858,0.99437135,0,"Above Reference","Within Reference",NA,"No Action/Protect",2066.57055285937,NA,"No Action","No Action","No Action",0.99437135
"124","DS_Mag_50","SMC01278",2021,"HB",0.422064399014377,0.522064399014377,0.37555803,86.09,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",50.0010838853119,41.0003177754747,"Over 50%","Over 50%",NA,0.37555803
"125","DS_Mag_50","SMC09534",2018,"HB",0.413188652740561,0.513188652740561,0.41038968,87.28,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",54.1871915276547,29.1952117115998,"Over 50%","Over 50%",NA,0.41038968
"126","DS_Mag_50","SMC16169",2015,"NAT",0.832220346008771,0.932220346008771,0.79950826,38.19,"Above Reference","Within Reference",NA,"No Action/Protect",434.654394800681,NA,"No Action","No Action","No Action",0.79950826
"127","DS_Mag_50","403M05758",2015,"NAT",0.788284254584867,0.888284254584866,0.79569974,88.65,"Above Reference","Outside Reference",NA,"No Action/Monitor",2.18229243100076,NA,"No Action","No Action","No Action",0.79569974
"128","DS_Mag_50","904M21720",2015,"NAT",0.833272539341441,0.93327253934144,0.75104196,0,"Below Best Observed","Within Reference",NA,"Non-flow related",805.269879574904,NA,"Non-flow related","Non-flow related","Non-flow related",0.75104196
"129","DS_Mag_50","SMC00729",2009,"NAT",0.833356772677319,0.933356772677319,0.68295207,0,"Below Best Observed","Within Reference",NA,"Non-flow related",885.979750248621,NA,"Non-flow related","Non-flow related","Non-flow related",0.68295207
"130","DS_Mag_50","SMC03737",2012,"HB",0.512509470647133,0.612509470647133,0.52039334,2.62,"Below Best Observed","Within Reference","Within BO","Non-flow related",1257.96156583932,3729.54326191835,"Non-flow related","Non-flow related","Non-flow related",0.52039334
"131","DS_Mag_50","SMC09564",2010,"SB0",0.556035666398736,0.656035666398736,0.61535722,86.93,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",3.14790602288579,9.19871649592218,"Less than 10%","Over 50%",NA,0.61535722
"132","DS_Mag_50","SMC11181",2011,"HB",0.512832363187208,0.612832363187208,0.50949656,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",315.111185735556,1070.64155884117,"Non-flow related","Non-flow related","Non-flow related",0.50949656
"133","DS_Mag_50","403M01580",2019,"NAT",0.830257824897228,0.930257824897228,0.54860281,57.8,"Below Best Observed","Within Reference",NA,"Non-flow related",262.946717444074,NA,"Non-flow related","Non-flow related","Non-flow related",0.54860281
"134","DS_Mag_50","906M21790",2020,"NAT",0.829349813123136,0.929349813123136,0.72709217,62.42,"Below Best Observed","Within Reference",NA,"Non-flow related",224.967327383094,NA,"Non-flow related","Non-flow related","Non-flow related",0.72709217
"135","DS_Mag_50","SMC16980",2011,"NAT",0.82931458991812,0.92931458991812,0.99551735,62.49,"Above Reference","Within Reference",NA,"No Action/Protect",223.725056773749,NA,"No Action","No Action","No Action",0.99551735
"136","DS_Mag_50","911TJWIL3",2019,"NAT",0.832984463008966,0.932984463008966,1.1842725,14.86,"Above Reference","Within Reference",NA,"No Action/Protect",633.335732581237,NA,"No Action","No Action","No Action",1.1842725
"137","DS_Mag_50","SMC00693",2010,"NAT",0.832730202244499,0.932730202244499,0.87183844,25.48,"Above Reference","Within Reference",NA,"No Action/Protect",543.998706559913,NA,"No Action","No Action","No Action",0.87183844
"138","DS_Mag_50","SMC02228",2009,"HB",0.412595288098371,0.512595288098371,0.57329829,87.32,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",54.4660927309925,28.4086914956736,"Over 50%","Over 50%",NA,0.57329829
"139","DS_Mag_50","SMC01990",2014,"SB0",0.597274628877754,0.697274628877754,0.65620694,51.29,"Below Best Observed","Within Reference","Within BO","Non-flow related",261.523197080807,307.609866587447,"Non-flow related","Non-flow related","Non-flow related",0.65620694
"140","DS_Mag_50","SMC02644",2011,"SB0",0.538443675782758,0.638443675782758,0.59386304,89.28,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",20.4615142340085,10.3220157560269,"10 - 50%","Over 50%","10 - 50%",0.59386304
"141","DS_Mag_50","SMC06714",2010,"NAT",0.812842576325555,0.912842576325555,0.60480512,82.64,"Below Best Observed","Within Reference",NA,"Non-flow related",49.4336293355944,NA,"Non-flow related","Non-flow related","Non-flow related",0.60480512
"142","DS_Mag_50","SMC00446",2010,"SB0",0.598628277972102,0.698628277972102,0.47742784,36.98,"Below Best Observed","Within Reference","Within BO","Non-flow related",367.302115045974,426.873390996668,"Non-flow related","Non-flow related","Non-flow related",0.47742784
"143","DS_Mag_50","SMC00958",2011,"SB2",0.425489397073069,0.525489397073069,0.25463411,47.58,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",60.1147308447237,40.43409361587,"Over 50%","10 - 50%","10 - 50%",0.25463411
"144","DS_Mag_50","402M00090",2020,"NAT",0.833460992951369,0.933460992951369,0.90842106,0,"Above Reference","Within Reference",NA,"No Action/Protect",1027.41680874419,NA,"No Action","No Action","No Action",0.90842106
"145","DS_Mag_50","402M00130",2020,"NAT",0.804495929924664,0.904495929924664,0.88723256,85.55,"Above Reference","Within Reference",NA,"No Action/Protect",25.0161352788299,NA,"No Action","No Action","No Action",0.88723256
"146","DS_Mag_50","905M21791",2020,"NAT",0.832824268470564,0.932824268470564,0.75737313,22.08,"Below Best Observed","Within Reference",NA,"Non-flow related",572.96651701564,NA,"Non-flow related","Non-flow related","Non-flow related",0.75737313
"147","DS_Mag_50","SMC01413",2012,"NAT",0.831553026261261,0.931553026261261,0.8784077,47.53,"Above Reference","Within Reference",NA,"No Action/Protect",351.75044616765,NA,"No Action","No Action","No Action",0.8784077
"148","DS_Mag_50","SMC04383",2014,"NAT",0.833149205019549,0.933149205019549,0.80194072,5.52,"Above Reference","Within Reference",NA,"No Action/Protect",717.480881566673,NA,"No Action","No Action","No Action",0.80194072
"149","DS_Mag_50","SMC07126",2012,"NAT",0.833501453041318,0.933501453041318,0.33340554,0,"Below Best Observed","Within Reference",NA,"Non-flow related",1103.14847070235,NA,"Non-flow related","Non-flow related","Non-flow related",0.33340554
"150","DS_Mag_50","SMC01151",2009,"NAT",0.697306603039112,0.797306603039112,0.53843942,59.3,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",54.8902968668434,NA,"Over 50%","Over 50%",NA,0.53843942
"151","DS_Mag_50","SMC01358",2011,"HB",0.444051901651172,0.544051901651172,0.3957801,94.98,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",81.9426474141849,49.0770470515108,"Over 50%","Over 50%","10 - 50%",0.3957801
"152","DS_Mag_50","SMC08655",2012,"SB1",0.894338631398173,0.994338631398173,1.08139288,100.57,"Above Reference","Within Reference",NA,"No Action/Protect",1636.69919109309,NA,"No Action","No Action","No Action",1.08139288
"153","DS_Mag_50","412M08632",2017,"HB",0.507488738682361,0.607488738682361,0.36662216,45.85,"Below Best Observed","Within Reference","Within BO","Non-flow related",94.6727208317815,448.990210838467,"Non-flow related","Non-flow related","Non-flow related",0.36662216
"154","DS_Mag_50","SMC01934",2012,"SB2",0.611007390431478,0.711007390431478,0.56873842,99.92,"Below Best Observed","Within Reference","Within BO","Non-flow related",678.407480766217,1062.49803774718,"Non-flow related","Non-flow related","Non-flow related",0.56873842
"155","DS_Mag_50","SMC02563",2014,"SB2",0.611472886663257,0.711472886663257,0.48340097,100.06,"Below Best Observed","Within Reference","Within BO","Non-flow related",809.443019954222,1258.19060358848,"Non-flow related","Non-flow related","Non-flow related",0.48340097
"156","DS_Mag_50","SMC02933",2010,"NAT",0.826959775936068,0.926959775936068,0.70301712,69.39,"Below Best Observed","Within Reference",NA,"Non-flow related",163.36207849382,NA,"Non-flow related","Non-flow related","Non-flow related",0.70301712
"157","DS_Mag_50","SMC05230",2012,"SB2",0.488074323238179,0.588074323238179,0.63611972,65.01,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",41.3807164361872,12.4561315238128,"10 - 50%","Over 50%","10 - 50%",0.63611972
"158","DS_Mag_50","402M00030",2017,"NAT",0.833466907119653,0.933466907119653,0.63489086,0,"Below Best Observed","Within Reference",NA,"Non-flow related",1037.53804794634,NA,"Non-flow related","Non-flow related","Non-flow related",0.63489086
"159","DS_Mag_50","402M00029",2016,"NAT",0.833679328653716,0.933679328653716,0.35406609,0,"Below Best Observed","Within Reference",NA,"Non-flow related",1943.24401489536,NA,"Non-flow related","Non-flow related","Non-flow related",0.35406609
"160","DS_Mag_50","910M24979",2021,"NAT",0.819567872766793,0.919567872766793,0.66146495,78.91,"Below Best Observed","Within Reference",NA,"Non-flow related",82.5079331842012,NA,"Non-flow related","Non-flow related","Non-flow related",0.66146495
"161","DS_Mag_50","404M07375",2019,"NAT",0.822576244357209,0.922576244357209,0.83971421,76.09,"Above Reference","Within Reference",NA,"No Action/Protect",105.838110523871,NA,"No Action","No Action","No Action",0.83971421
"162","DS_Mag_50","905M21789",2020,"NAT",0.832398840860087,0.932398840860087,0.75918438,34.42,"Below Best Observed","Within Reference",NA,"Non-flow related",466.151962832509,NA,"Non-flow related","Non-flow related","Non-flow related",0.75918438
"163","DS_Mag_50","SMC08766",2018,"HB",0.413188652740561,0.513188652740561,0.31658032,87.28,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",54.1871915276547,29.1952117115998,"Over 50%","Over 50%",NA,0.31658032
"164","DS_Mag_50","SMC04748",2009,"NAT",0.689670507991298,0.789670507991298,0.67808034,57.29,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",57.4801244100632,NA,"Over 50%","Over 50%",NA,0.67808034
"165","DS_Mag_50","SMC06188",2014,"SB1",0.925616518632952,1.02561651863295,1.06242093,600.01,"Above Reference","Within Reference",NA,"No Action/Protect",920.382152915916,NA,"No Action","No Action","No Action",1.06242093
"166","DS_Mag_50","SMC00436",2017,"HB",0.452803646581427,0.552803646581427,0.62060885,81.29,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",32.7797006907708,89.5657806225819,"10 - 50%","Over 50%",NA,0.62060885
"167","DS_Mag_50","SMC16446",2012,"NAT",0.829491089551631,0.929491089551631,0.79919466,61.81,"Above Reference","Within Reference",NA,"No Action/Protect",230.097822125882,NA,"No Action","No Action","No Action",0.79919466
"168","DS_Mag_50","405M10598",2021,"HB",0.512606450662009,0.612606450662009,0.447197,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",271.718173905123,948.270336967252,"Non-flow related","Non-flow related","Non-flow related",0.447197
"169","DS_Mag_50","SMC04264",2021,"NAT",0.778925516243262,0.878925516243262,0.3979169,92.24,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",12.3858502056927,NA,"10 - 50%","Over 50%",NA,0.3979169
"170","DS_Mag_50","403M01575",2020,"NAT",0.833164457858719,0.933164457858719,0.81270907,3.99,"Above Reference","Within Reference",NA,"No Action/Protect",726.906874993514,NA,"No Action","No Action","No Action",0.81270907
"171","DS_Mag_50","SMC13630",2020,"HB",0.413188652740561,0.513188652740561,0.38264821,87.28,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",54.1871915276547,29.1952117115998,"Over 50%","Over 50%",NA,0.38264821
"172","DS_Mag_50","408M03005",2015,"HB",0.50918999440712,0.60918999440712,0.69308165,38.99,"Above Best Observed","Within Reference","Within BO","Non-flow related",119.530652210931,519.091254942329,"Non-flow related","Non-flow related","Non-flow related",0.69308165
"173","DS_Mag_50","SMC01201",2010,"NAT",0.832707068975962,0.932707068975962,0.8492468,26.46,"Above Reference","Within Reference",NA,"No Action/Protect",537.449733325264,NA,"No Action","No Action","No Action",0.8492468
"174","DS_Mag_50","402M00043",2016,"NAT",0.833182042237954,0.933182042237954,0.77673276,3.24,"Below Best Observed","Within Reference",NA,"Non-flow related",738.211083333962,NA,"Non-flow related","Non-flow related","Non-flow related",0.77673276
"175","DS_Mag_50","412M08643",2018,"HB",0.398080659552385,0.498080659552385,0.34539529,24.78,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",89.0466588894106,69.110838847913,"Over 50%","10 - 50%","Over 50%",0.34539529
"176","DS_Mag_50","402M00110",2019,"SB1",0.8902009080611,0.9902009080611,0.86127107,99.39,"Above Reference","Within Reference",NA,"No Action/Protect",1187.16565767757,NA,"No Action","No Action","No Action",0.86127107
"177","DS_Mag_50","SMC06216",2020,"NAT",0.832445761743745,0.932445761743745,0.96084854,38.37,"Above Reference","Within Reference",NA,"No Action/Protect",596.842092701324,NA,"No Action","No Action","No Action",0.96084854
"178","DS_Mag_50","902M18929",2021,"NAT",0.831490522163104,0.931490522163104,0.89806129,48.2,"Above Reference","Within Reference",NA,"No Action/Protect",345.850381818631,NA,"No Action","No Action","No Action",0.89806129
"179","DS_Mag_50","SMC16832",2018,"HB",0.413188652740561,0.513188652740561,0.30532013,87.28,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",54.1871915276547,29.1952117115998,"Over 50%","Over 50%",NA,0.30532013
"180","DS_Mag_50","903M20177",2017,"NAT",0.832421455879172,0.932421455879172,0.78215159,34.14,"Below Best Observed","Within Reference",NA,"Non-flow related",470.566352190233,NA,"Non-flow related","Non-flow related","Non-flow related",0.78215159
"181","DS_Mag_50","901M14126",2016,"NAT",0.83321223357201,0.93321223357201,0.59178416,0.83,"Below Best Observed","Within Reference",NA,"Non-flow related",758.812865577117,NA,"Non-flow related","Non-flow related","Non-flow related",0.59178416
"182","DS_Mag_50","904M21764",2018,"NAT",0.830529551711461,0.930529551711461,0.45753471,56.43,"Below Best Observed","Within Reference",NA,"Non-flow related",277.199560281294,NA,"Non-flow related","Non-flow related","Non-flow related",0.45753471
"183","DS_Mag_50","SMC00910",2009,"SB0",0.600093987571271,0.700093987571271,0.54781505,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",945.473160329931,1078.7491891083,"Non-flow related","Non-flow related","Non-flow related",0.54781505
"184","DS_Mag_50","SMC01049",2014,"NAT",0.83368562918837,0.93368562918837,0.64079334,0,"Below Best Observed","Within Reference",NA,"Non-flow related",2024.61048795976,NA,"Non-flow related","Non-flow related","Non-flow related",0.64079334
"185","DS_Mag_50","SMC02712",2012,"NAT",0.833738148147633,0.933738148147633,0.91005712,0,"Above Reference","Within Reference",NA,"No Action/Protect",6084.0258158675,NA,"No Action","No Action","No Action",0.91005712
"186","DS_Mag_50","SMC05702",2010,"NAT",0.781690071706589,0.881690071706589,0.51430547,89.51,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",9.60979556431942,NA,"Less than 10%","Over 50%",NA,0.51430547
"187","DS_Mag_50","SMC05902",2011,"HB",0.51301232471158,0.61301232471158,0.54576501,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",569.99359010966,1789.42714070638,"Non-flow related","Non-flow related","Non-flow related",0.54576501
"188","DS_Mag_50","SMC00198",2021,"NAT",0.833001405584739,0.933001405584739,0.78614815,14.3,"Below Best Observed","Within Reference",NA,"Non-flow related",640.762585417441,NA,"Non-flow related","Non-flow related","Non-flow related",0.78614815
