"","masterid","latitude","longitude","huc","county","smcshed","csci","sampledate","sampleyear","fieldreplicate","CSCI.Score","Modified.Class","CSCI.Threshold","CSCI.Level","Spring recession magnitude","Spring recession magnitude Stress Level","Dry-season median baseflow","Dry-season median baseflow Stress Level","Fall pulse magnitude","Fall pulse magnitude Stress Level","Wet-season low baseflow","Wet-season low baseflow Stress Level","Wet-season median baseflow","Wet-season median baseflow Stress Level","Magnitude of largest annual storm","Magnitude of largest annual storm Stress Level","2-year flood magnitude","2-year flood magnitude Stress Level","5-year flood magnitude","5-year flood magnitude Stress Level","10-year flood magnitude","10-year flood magnitude Stress Level"
"56","SMC03929",33.17865,-117.30453,904,"San Diego","Central San Diego",0.73059828,2012-07-05,2012,1,0.73059828,"Natural",0.79,"Unhealthy Biology",116.06898051948,"Likely Stressed",2.35464493839494,"Likely Stressed",64.0522312100472,"Likely Stressed",3.12661105561105,"Likely Stressed",2.68394663669664,"Likely Stressed",-43.7835273836604,"Likely Stressed",28.855048118548,"Likely Stressed",-86.7624821178822,"Likely Stressed",-286.52051998002,"Likely Stressed"
"57","SMC06740",34.1807,-118.87436,408,"Ventura","Calleguas",0.52573471,2013-06-10,2013,1,0.52573471,"Hard Bottom",0.79,"Unhealthy Biology",376.380854906998,"Likely Stressed",12.8356191308691,"Likely Stressed",29.708449662208,"Likely Stressed",10.8098306360306,"Likely Stressed",33.4987681485182,"Likely Stressed",24.4702657955433,"Unlikely Stressed",-428.590473692974,"Likely Stressed",14.7348906093906,"Unlikely Stressed",188.116996736597,"Likely Stressed"
"58","SMC22521",33.87789,-117.54048,801,"Riverside","Middle Santa Ana",0.49731068,2013-06-13,2013,1,0.49731068,"Hard Bottom",0.79,"Unhealthy Biology",95.1436396936397,"Likely Stressed",2.49595596070596,"Likely Stressed",47.2665179171535,"Likely Stressed",-1.85258285048285,"Likely Stressed",15.8373964368964,"Likely Stressed",-55.9190197212832,"Likely Stressed",73.4874663669665,"Likely Stressed",-16.9723305028306,"Likely Stressed",-325.481363603064,"Likely Stressed"
"59","SMC00236",34.08951,-117.94783,405,"Los Angeles","San Gabriel",0.44057374,2021-07-08,2021,1,0.44057374,"Hard Bottom",0.79,"Unhealthy Biology",73.1811060606061,"Likely Stressed",4.40859865134864,"Likely Stressed",51.7807367237779,"Likely Stressed",-1.47869918414919,"Likely Stressed",2.08101973026973,"Likely Stressed",-116.796634020901,"Likely Stressed",83.4721581751583,"Likely Stressed",-7.58886013986018,"Likely Stressed",-416.768876623376,"Likely Stressed"
"60","412M08646",34.1289,-118.08133,412,"Los Angeles","Los Angeles",0.63867762,2019-07-16,2019,1,0.63867762,"Hard Bottom",0.79,"Unhealthy Biology",239.785967032967,"Likely Stressed",1.13202347652348,"Unlikely Stressed",44.7167458605647,"Likely Stressed",-1.21415879120879,"Likely Stressed",0.0333096070596055,"Likely Stressed",-417.393883173334,"Likely Stressed",144.14242024642,"Likely Stressed",253.453618348318,"Unlikely Stressed",33.659769287855,"Unlikely Stressed"
"61","SMC12862",33.92148,-118.11149,405,"Los Angeles","San Gabriel",0.36552573,2019-07-22,2019,1,0.36552573,"Hard Bottom",0.79,"Unhealthy Biology",-132.915457042957,"Likely Stressed",22.6159293206793,"Very Likely Stressed",375.938941434555,"Very Likely Stressed",-19.9801487512487,"Likely Stressed",-44.0551388611387,"Likely Stressed",-1053.8249808532,"Likely Stressed",-410.214877455878,"Likely Stressed",-2296.03028205128,"Likely Stressed",-3868.55909723609,"Likely Stressed"
"62","SMC04121",33.18466,-117.19833,904,"San Diego","Central San Diego",0.51538713,2012-07-09,2012,1,0.51538713,"Natural",0.79,"Unhealthy Biology",86.8712833832834,"Likely Stressed",2.74308608058608,"Likely Stressed",27.8043484484433,"Likely Stressed",2.00755216450216,"Likely Stressed",6.26953712953712,"Likely Stressed",-18.1338509261333,"Likely Stressed",70.4814673659673,"Likely Stressed",143.144677722278,"Unlikely Stressed",325.903703429903,"Likely Stressed"
"63","SMC04880",34.30884,-118.09829,412,"Los Angeles","Los Angeles",0.9317443,2012-06-06,2012,1,0.9317443,"Natural",0.79,"Healthy Biology",55.8217945387945,"Likely Stressed",1.17362454212454,"Unlikely Stressed",12.3495514797203,"Unlikely Stressed",-1.6518327006327,"Likely Stressed",-2.58270995670996,"Likely Stressed",-18.5900663625706,"Likely Stressed",-24.1573123543124,"Likely Stressed",-104.120774991675,"Likely Stressed",-19.9215547785547,"Likely Stressed"
"64","901M14134",33.59231,-117.63283,901,"Orange","San Juan",0.66986137,2016-04-25,2016,1,0.66986137,"Natural",0.79,"Unhealthy Biology",110.866344488844,"Likely Stressed",0.710446137196138,"Unlikely Stressed",15.4937495458017,"Unlikely Stressed",2.2301159007659,"Likely Stressed",9.56416391941391,"Likely Stressed",-31.5092102394217,"Likely Stressed",-8.77042107892109,"Likely Stressed",61.660359007659,"Unlikely Stressed",211.472424309024,"Likely Stressed"
"65","SMC00345",33.21048,-117.22484,904,"San Diego","Central San Diego",0.5701193,2011-07-19,2011,1,0.5701193,"Natural",0.79,"Unhealthy Biology",61.6985198135198,"Likely Stressed",1.3599875957376,"Unlikely Stressed",19.5766958914546,"Likely Stressed",-2.48618984348984,"Likely Stressed",9.23632683982684,"Likely Stressed",-37.0617161257663,"Likely Stressed",-66.3725765900765,"Likely Stressed",259.748318881119,"Unlikely Stressed",568.141651515151,"Likely Stressed"
"66","SMC02988",34.16168,-117.99022,412,"Los Angeles","Los Angeles",0.64388338,2014-06-12,2014,1,0.64388338,"Hard Bottom",0.79,"Unhealthy Biology",133.385334498835,"Likely Stressed",1.12975582750583,"Unlikely Stressed",37.5680999974904,"Likely Stressed",-0.0252048451548451,"Unlikely Stressed",7.44217632367631,"Likely Stressed",-460.317546516965,"Likely Stressed",-296.986778887779,"Likely Stressed",-29.9608074925075,"Likely Stressed",-420.628849816849,"Likely Stressed"
"67","SMC07085",33.88382,-117.51705,801,"Riverside","Middle Santa Ana",0.46263341,2011-06-21 10:00:00,2011,1,0.46263341,"Hard Bottom",0.79,"Unhealthy Biology",95.1436396936397,"Likely Stressed",2.49595596070596,"Likely Stressed",47.2665179171535,"Likely Stressed",-1.85258285048285,"Likely Stressed",15.8373964368964,"Likely Stressed",-55.9190197212832,"Likely Stressed",73.4874663669665,"Likely Stressed",-16.9723305028306,"Likely Stressed",-325.481363603064,"Likely Stressed"
"68","402M00042",34.46039,-119.28891,402,"Ventura","Ventura",0.66807478,2017-04-19,2017,1,0.66807478,"Natural",0.79,"Unhealthy Biology",131.21438028638,"Likely Stressed",1.06080627705628,"Unlikely Stressed",16.9714560665177,"Unlikely Stressed",2.45090834165834,"Likely Stressed",11.5108139360639,"Likely Stressed",-46.137752218428,"Likely Stressed",-144.203689310689,"Likely Stressed",74.9715786879788,"Unlikely Stressed",33.6192321345322,"Unlikely Stressed"
"69","402M00009",34.41824,-119.37505,402,"Ventura","Ventura",0.28871308,2015-06-29,2015,1,0.28871308,"Natural",0.79,"Unhealthy Biology",113.283482184482,"Likely Stressed",1.33734315684316,"Unlikely Stressed",32.2108036725351,"Likely Stressed",1.49478777888778,"Likely Stressed",12.2232605727606,"Likely Stressed",388.640900277401,"Unlikely Stressed",1243.63397036297,"Likely Stressed",2312.64063086914,"Likely Stressed",2130.75711738262,"Likely Stressed"
"70","906M23361",32.84373,-117.21115,906,"San Diego","Mission Bay and San Diego River",0.68469947,2019-04-29,2019,1,0.68469947,"Natural",0.79,"Unhealthy Biology",233.346812687313,"Likely Stressed",12.8206654179154,"Likely Stressed",114.569050403337,"Likely Stressed",13.0810298867799,"Likely Stressed",22.9034606227107,"Likely Stressed",85.115203930271,"Unlikely Stressed",479.045781052282,"Likely Stressed",450.678895571096,"Likely Stressed",-83.356285914086,"Likely Stressed"
"71","402M00127",34.42503,-119.26342,402,"Ventura","Ventura",0.65418093,2019-06-10,2019,1,0.65418093,"Natural",0.79,"Unhealthy Biology",191.161366799867,"Likely Stressed",3.10044846819847,"Likely Stressed",13.2166791404837,"Unlikely Stressed",1.31196040626041,"Unlikely Stressed",19.3795373792874,"Likely Stressed",-35.5349889142129,"Likely Stressed",-104.268286047286,"Likely Stressed",38.6089547785548,"Unlikely Stressed",75.4189653679654,"Likely Stressed"
"72","404M07372",34.13604,-118.75743,404,"Los Angeles","Santa Monica Bay",0.52934004,2019-07-09,2019,1,0.52934004,"Natural",0.79,"Unhealthy Biology",294.947842324343,"Likely Stressed",-12.3148715451215,"Likely Stressed",24.5761715364198,"Likely Stressed",11.386760955711,"Likely Stressed",32.0420677655678,"Likely Stressed",-22.9169086812015,"Likely Stressed",-270.867028138528,"Likely Stressed",-35.4463373293374,"Likely Stressed",75.2488776889777,"Likely Stressed"
"73","802M17015",33.73057,-116.80939,802,"Riverside","San Jacinto",0.95669495,2020-06-08,2020,1,0.95669495,"Natural",0.79,"Healthy Biology",51.5292535797536,"Likely Stressed",-0.303796953046953,"Unlikely Stressed",10.1304479063665,"Unlikely Stressed",-1.34169458874459,"Likely Stressed",-2.24773501498502,"Likely Stressed",-545.258496722465,"Likely Stressed",-56.9353203463203,"Likely Stressed",-35.117732967033,"Likely Stressed",88.4933469863471,"Likely Stressed"
"74","SMC01413",33.30552,-116.80627,903,"San Diego","Northern San Diego",0.84024089,2012-07-09,2012,2,0.8784077,"Natural",0.79,"Healthy Biology",256.471845654345,"Likely Stressed",2.29352122877123,"Likely Stressed",18.2727295971411,"Likely Stressed",2.2776376956377,"Likely Stressed",14.0005039127539,"Likely Stressed",168.018355936371,"Unlikely Stressed",94.8342266067267,"Likely Stressed",447.876364269065,"Likely Stressed",1105.8568036963,"Likely Stressed"
"75","404M07368",34.1264,-118.75364,404,"Los Angeles","Santa Monica Bay",0.46191342,2018-06-20,2018,1,0.46191342,"Natural",0.79,"Unhealthy Biology",284.742184315685,"Likely Stressed",-12.1975779220779,"Likely Stressed",25.253392133659,"Likely Stressed",11.3579618215118,"Likely Stressed",32.2347753080253,"Likely Stressed",-23.1830445497113,"Likely Stressed",-302.770842990343,"Likely Stressed",-66.2235003330003,"Likely Stressed",53.6389965700965,"Likely Stressed"
"76","904M21713",33.11944,-117.09511,904,"San Diego","Central San Diego",0.50790164,2015-06-26,2015,1,0.50790164,"Hard Bottom",0.79,"Unhealthy Biology",51.5735354645355,"Likely Stressed",0.762981268731267,"Unlikely Stressed",11.5903749964075,"Unlikely Stressed",0.0395921411921416,"Unlikely Stressed",-1.72017757242757,"Likely Stressed",-20.2734216029479,"Likely Stressed",-99.2972569097569,"Likely Stressed",3.1314916083915,"Unlikely Stressed",-115.514917582418,"Likely Stressed"
"77","SMC01257",33.60842,-117.61859,901,"Orange","San Juan",0.68267913,2011-06-16,2011,1,0.68267913,"Soft Bottom (2)",0.79,"Unhealthy Biology",119.736672993673,"Likely Stressed",1.00635572760573,"Unlikely Stressed",15.7324009336283,"Unlikely Stressed",2.37078866133866,"Likely Stressed",9.64855319680317,"Likely Stressed",-20.8484909250546,"Likely Stressed",27.8903568098568,"Likely Stressed",80.0297605394604,"Unlikely Stressed",247.842993306693,"Likely Stressed"
"78","SMC01372",34.43437,-118.61386,403,"Los Angeles","Santa Clara",0.6878702,2010-07-13,2010,2,0.71244617,"Natural",0.79,"Unhealthy Biology",6.54566117216116,"Likely Stressed",10.5921439393939,"Likely Stressed",21.958244248666,"Likely Stressed",7.58658418248418,"Likely Stressed",8.29547619047619,"Likely Stressed",-940.439486308818,"Likely Stressed",-327.476374625374,"Likely Stressed",-1746.75397918748,"Likely Stressed",-1591.14196623377,"Likely Stressed"
"79","801M12625",33.69499,-117.93471,801,"Orange","Lower Santa Ana",0.39757171,2015-07-01,2015,1,0.39757171,"Hard Bottom",0.79,"Unhealthy Biology",-1126.50038777889,"Likely Stressed",-8.69349966699967,"Unlikely Stressed",-200.500867709894,"Very Likely Stressed",-87.3711191308692,"Very Likely Stressed",-297.765284798535,"Likely Stressed",-51409.3499565775,"Very Likely Stressed",-6425.67603962703,"Very Likely Stressed",-22146.6767507017,"Very Likely Stressed",-25260.5644079254,"Very Likely Stressed"
"80","SMC01912",34.23429,-118.60295,412,"Los Angeles","Los Angeles",0.40445942,2012-07-12,2012,1,0.40445942,"Hard Bottom",0.79,"Unhealthy Biology",388.916773892774,"Likely Stressed",5.32226207126207,"Likely Stressed",70.4372326331636,"Likely Stressed",13.9269516887874,"Likely Stressed",22.9982077089577,"Likely Stressed",-25.3538156896529,"Likely Stressed",181.375130702631,"Likely Stressed",171.645883549784,"Unlikely Stressed",65.3857344322345,"Likely Stressed"
"81","SMC02206",33.87098,-117.85002,801,"Orange","Lower Santa Ana",0.52646484,2011-07-19,2011,1,0.52646484,"Soft Bottom (2)",0.79,"Unhealthy Biology",107.081404928405,"Likely Stressed",0.342031218781219,"Unlikely Stressed",13.8696394663732,"Unlikely Stressed",0.650374225774224,"Unlikely Stressed",1.49239368964369,"Likely Stressed",-10.3748879068349,"Likely Stressed",-96.3032340992339,"Likely Stressed",53.5335052947053,"Unlikely Stressed",-201.878892307692,"Likely Stressed"
"82","SMC02417",33.13385,-117.06236,904,"San Diego","Central San Diego",0.5792463,2011-07-20,2011,1,0.5792463,"Hard Bottom",0.79,"Unhealthy Biology",51.5735354645355,"Likely Stressed",0.762981268731267,"Unlikely Stressed",11.5903749964075,"Unlikely Stressed",0.0395921411921416,"Unlikely Stressed",-1.72017757242757,"Likely Stressed",-20.2734216029479,"Likely Stressed",-99.2972569097569,"Likely Stressed",3.1314916083915,"Unlikely Stressed",-115.514917582418,"Likely Stressed"
"83","SMC05524",34.27032,-118.91723,408,"Ventura","Calleguas",0.63736343,2011-06-30,2011,1,0.63736343,"Soft Bottom (2)",0.79,"Unhealthy Biology",169.749468460111,"Likely Stressed",3.42300133200134,"Likely Stressed",14.7679209986282,"Unlikely Stressed",2.40506541791543,"Likely Stressed",3.34890201465201,"Likely Stressed",-140.207454060315,"Likely Stressed",-244.470278887779,"Likely Stressed",-672.09316999667,"Likely Stressed",-450.596011588411,"Likely Stressed"
"84","412M08638",34.20922,-118.17119,412,"Los Angeles","Los Angeles",0.99199514,2017-08-16,2017,1,0.99199514,"Natural",0.79,"Healthy Biology",104.172751415252,"Likely Stressed",1.04437437562438,"Unlikely Stressed",20.3777417878965,"Likely Stressed",0.581062737262736,"Unlikely Stressed",17.0433142690643,"Likely Stressed",-11.7497238977928,"Likely Stressed",-283.987480852481,"Likely Stressed",-66.1097394938395,"Likely Stressed",-5.40833982208265,"Likely Stressed"
"85","412M08640",34.22095,-118.54618,412,"Los Angeles","Los Angeles",0.3487884,2018-05-30,2018,1,0.3487884,"Hard Bottom",0.79,"Unhealthy Biology",371.503843489844,"Likely Stressed",18.3634537962038,"Very Likely Stressed",149.127513925427,"Likely Stressed",15.2868408091908,"Likely Stressed",6.65532509157508,"Likely Stressed",139.492467138591,"Unlikely Stressed",127.809467698968,"Likely Stressed",-46.8344906093906,"Likely Stressed",-175.77409007659,"Likely Stressed"
"86","403M01625",34.57002,-118.77994,403,"Ventura","Santa Clara",0.95499837,2020-06-30,2020,1,0.95499837,"Natural",0.79,"Healthy Biology",101.499338994339,"Likely Stressed",6.70630103230104,"Likely Stressed",12.173979637704,"Unlikely Stressed",4.59029179154181,"Likely Stressed",5.62992932067932,"Likely Stressed",-540.380994093809,"Likely Stressed",-360.818854312354,"Likely Stressed",-773.059864635365,"Likely Stressed",-66.8223268398268,"Likely Stressed"
"87","SMC01726",33.86351,-117.98816,845,"Orange","San Gabriel",0.42642806,2019-06-06,2019,1,0.42642806,"Hard Bottom",0.79,"Unhealthy Biology",284.524278388279,"Likely Stressed",45.3482225274725,"Very Likely Stressed",641.213724179353,"Very Likely Stressed",24.105751964702,"Likely Stressed",27.4463503996004,"Likely Stressed",-409.958138862167,"Likely Stressed",416.115367132867,"Likely Stressed",207.633449417249,"Unlikely Stressed",-1123.10551535131,"Likely Stressed"
"88","SMC06216",34.27407,-118.31518,412,"Los Angeles","Los Angeles",0.98468369,2020-07-28,2020,2,0.96084854,"Natural",0.79,"Healthy Biology",33.4787755577756,"Likely Stressed",-1.53748817848818,"Unlikely Stressed",-4.2525061685026,"Unlikely Stressed",-3.5770644022644,"Likely Stressed",-8.15479070929069,"Likely Stressed",-217.922717875086,"Likely Stressed",-137.260870795871,"Likely Stressed",-425.097162071262,"Likely Stressed",-158.643444855145,"Likely Stressed"
"89","907M23362",32.9918,-116.71432,907,"San Diego","Mission Bay and San Diego River",0.8851193,2017-05-09,2017,1,0.8851193,"Natural",0.79,"Healthy Biology",63.963616050616,"Likely Stressed",0.24401615051615,"Unlikely Stressed",7.74639276877024,"Unlikely Stressed",1.39610056610057,"Unlikely Stressed",1.22793822843823,"Likely Stressed",-48.236254358387,"Likely Stressed",-64.8472708957709,"Likely Stressed",-58.5124892773893,"Likely Stressed",-116.69440995671,"Likely Stressed"
"90","SMC02988",34.16168,-117.99022,412,"Los Angeles","Los Angeles",0.74510014,2014-06-12,2014,2,0.64388338,"Hard Bottom",0.79,"Unhealthy Biology",133.385334498835,"Likely Stressed",1.12975582750583,"Unlikely Stressed",37.5680999974904,"Likely Stressed",-0.0252048451548451,"Unlikely Stressed",7.44217632367631,"Likely Stressed",-460.317546516965,"Likely Stressed",-296.986778887779,"Likely Stressed",-29.9608074925075,"Likely Stressed",-420.628849816849,"Likely Stressed"
"91","SMC03222",33.02209,-117.06725,905,"San Diego","Central San Diego",0.58573482,2012-07-11,2012,1,0.58573482,"Hard Bottom",0.79,"Unhealthy Biology",80.1316162171163,"Likely Stressed",1.9488499000999,"Unlikely Stressed",18.4298625230378,"Likely Stressed",2.12072597402597,"Likely Stressed",7.39025949050949,"Likely Stressed",-18.5248547589616,"Likely Stressed",-15.3868644688645,"Likely Stressed",34.8349910089909,"Unlikely Stressed",2.62906287046284,"Unlikely Stressed"
"92","SMC04132",34.21472,-118.88416,408,"Ventura","Calleguas",0.71549053,2012-06-11,2012,2,0.64231609,"Hard Bottom",0.79,"Unhealthy Biology",1291.22513386613,"Likely Stressed",9.82134632034632,"Likely Stressed",124.485457829001,"Likely Stressed",18.7066843989344,"Likely Stressed",53.4548563936064,"Likely Stressed",373.006753321881,"Unlikely Stressed",532.705243256742,"Likely Stressed",4619.625105994,"Likely Stressed",4637.59264875124,"Likely Stressed"
"93","SMC04175",34.40835,-119.27642,402,"Ventura","Ventura",0.8362015,2009-06-11,2009,1,0.8362015,"Natural",0.79,"Healthy Biology",72.9969925074925,"Likely Stressed",3.13876423576423,"Likely Stressed",11.1909508936911,"Unlikely Stressed",1.07818235098235,"Unlikely Stressed",19.7484941724942,"Likely Stressed",-66.391092833515,"Likely Stressed",-98.4056327006326,"Likely Stressed",-89.846939060939,"Likely Stressed",-24.2012617382618,"Likely Stressed"
"94","403M05795",34.60898,-118.77961,403,"Los Angeles","Santa Clara",0.87747204,2017-06-05,2017,1,0.87747204,"Natural",0.79,"Healthy Biology",75.5114370629371,"Likely Stressed",6.47824991674993,"Likely Stressed",10.9408266756791,"Unlikely Stressed",3.76432640692641,"Likely Stressed",3.22898701298702,"Likely Stressed",-498.377343732434,"Likely Stressed",-433.159886113886,"Likely Stressed",-498.991119214119,"Likely Stressed",-179.970386613387,"Likely Stressed"
"95","404M04599",34.09458,-118.92442,404,"Ventura","Santa Monica Bay",1.02408172,2016-08-03,2016,1,1.02408172,"Natural",0.79,"Healthy Biology",300.885294705294,"Likely Stressed",5.83864901764901,"Likely Stressed",26.4185901554576,"Likely Stressed",9.78859618714619,"Likely Stressed",18.3503515651016,"Likely Stressed",-14.440854180754,"Likely Stressed",-247.606551781552,"Likely Stressed",-54.7285184482184,"Likely Stressed",81.3457084249086,"Likely Stressed"
